id,uri,prefLabel,altLabel,definition,broader,narrower,isTopConcept
T69-431,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-431,croce stazionale,croix d'accident | croix de jubilé | croix de mission | croix d'indulgence | croix hosannière | croix votive,Croix isolée formant monument.,édicule religieux chrétien,croce viaria | cemetery crosses,False
T69-5168,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-5168,organo,grand orgue | orgue de chœur | orgue de tribune | orgue monumental,"Instrument, formé d'une ou plusieurs rangées de tuyaux de taille croissante, dans lesquels l'air, issu d’une soufflerie, est mis en vibration par l’intermédiaire d’un mécanisme commandé par un ou plusieurs claviers, pour produire les sons. La partie instrumentale de l'orgue est contenue dans une structure en bois, le buffet d'orgue.",aérophone pouvant combiner plusieurs systèmes d'émission,partie instrumentale de l'orgue | buffet d'orgue,False
T69-4609,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-4609,écritoire,écritoire-pupitre | plateau-écritoire,"Support contenant les récipients et accessoires nécessaires à l’écriture. Il peut n'être constitué que de l'encrier et de la boîte à sable ou présenter une structure plus complexe associant des tiroirs, des casiers, des réceptacles de formes variées, ou encore un plan incliné servant à écrire. ",objet pour écrire ou de bureau,écritoire portative,False
T69-5821,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-5821,machine à marquer,marqueuse,Machine à identifier un emballage ou un produit par une empreinte en relief ou par une inscription peinte.,machine à identifier,machine à estampiller,False
T69-5310,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-5310,instrument de mesure en thermodynamique,ébulliomètre | ébullioscope,"Instrument de mesure de la température, exprimée en degrés Celsius, Fahrenheit, Kelvin, Réaumur, etc, et des relations entre énergie thermique et énergie mécanique, exprimées en joules, calories ou unités dérivées.",instrument de mesure,thermometers | hygrometers | calorimeters,False
T69-5249,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-5249,angle measuring devices,astrolabe | quart de cercle | sextant,"Instrument scientifique destiné à déterminer la valeur d'un angle, exprimée en degrés, minutes et secondes d'arcs, en grades ou en radians.",instrument de mesure,instrument astrométrique | instrument pour rapporter des angles | instrument de mesure des angles pour lever des plans | instrument de mesure des angles pour le repérage des points cardinaux | instrument de mesure des angles en géomagnétisme | instrument de mesure des phénomènes d'induction magnétique | instrument de mesure des angles en optique,False
T69-5909,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-5909,machine à apprêter,machine à décolorer,"Machine à modifier l'état d'un produit (cuir, étoffe, etc.) à l'aide d'un apprêt.",machine à modifier l'état,machine à imprégner | machine à merceriser | machine à tanner | machine à teindre,False
T69-9437,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-9437,jouet miniature,berceau de poupée | dînette | meuble de poupée | soldat de plomb,Objet ou personnage reproduit plus ou moins fidèlement à échelle réduite pour servir de jouet afin de permettre à son destinataire d'imiter une situation réelle.,jouet,dolls,False
T69-726,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-726,atril,pupitre liturgique,"Pupitre élevé destiné à porter un livre liturgique pour lire ou chanter debout. Il comporte un ou plusieurs plans inclinés à rebord inférieur, fixes ou pivotants. Il est généralement placé dans le chœur, parfois dans un jubé ou une tribune.","arredi per la predicazione, la lettura e il canto",lutrin à armoire,False
T69-1289,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-1289,ampolas dos Santos Oleos,boîte à sainte huile | chrémière | flacon aux saintes huiles,"Récipient couvert, en argent ou en étain, parfois doté d'une doublure en verre, contenant l'huile pour les onctions. En général au nombre de trois et assorties, les ampoules aux saintes huiles sont souvent identifiables par une inscription. Elles doivent être conservées dans une armoire spécifique, l'armoire aux saintes huiles.",objectos relacionados com os sacramentos,ampola de Oleo des Catecúmenos | ampola do Oleo dos Enfermos | ampola do Crisma,False
T69-5643,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-5643,machine à mouler,machine à mouler par centrifugation | machine à mouler par frittage | machine à mouler par trempage,"Machine à façonner une substance pulvérulente, pâteuse ou liquide, par solidification dans un moule.",machine à façonner,machine à mouler par compression | machine à mouler par coulée | machine à mouler par projection | machine à mouler par soufflage,False
T69-6519,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-6519,belts (costume accessories),ceinturon,"Bande de matière souple ou flexible nouée, agrafée ou bouclée autour du corps au-dessus des hanches et qui sert à tenir ou à orner un vêtement, ou bien encore à maintenir à portée de main divers objets (armes, bourse, etc.).",support-attache-lien de vêtement,belt buckles,False
T69-6512,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-6512,support-attache-lien de vêtement,boucle de soulier | bretelles | fixe-chaussette | jarretière | lacet | pince relève-jupe,Pièce de vêtement destinée à maintenir d'autres pièces sur le corps.,"costume civil, professionnel ou militaire",bouton de vêtement | belts (costume accessories) | épingle de vêtement,False
T69-385,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-385,cineraria (sepulchral monuments),auge cinéraire | coffre cinéraire,Monument funéraire qui renferme les cendres d'un défunt.,monument funéraire,cinerary statues | cremation urns,False
T69-3894,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-3894,biberon,gargoulette | porron,"Récipient verseur non couvert, en métal, verre ou céramique, muni d'un étroit goulot latéral, avec lequel on boit directement à la régalade. On le remplit par l'ouverture centrale ou par un second petit goulot latéral. Le biberon peut comporter une anse verticale sur le côté.",récipient pour le service et la consommation des boissons,biberon d'enfant,False
T69-5093,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-5093,aérophone à anche libre,cécilium,"Instrument dont le son est obtenu par la mise en vibration d'une ou plusieurs languettes métalliques fixées, par vis ou rivets, sur un châssis métallique dont l'ouverture (dans laquelle l'anche peuvent vibrer) est ajustée.",aérophone à anche,accordéon | harmonica | harmonium | harmonium mécanique,False
T69-9157,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-9157,arme d'hast,angon | épieu | esponton | javelot | pique,"Arme dont le fer pointu et/ou tranchant est monté sur une longue hampe ou fût, généralement en bois. ",arme offensive,halberds | lance | partisans,False
T69-5014,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-5014,chordophones,corde,"Instrument dont le son est produit par la vibration d'une ou plusieurs cordes tendues qu'elles soient pincées, frottées ou frappées.",instrument de musique,cordophone simple | cordophone composite,False
T69-5719,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-5719,machine à manipuler,machine à basculer | machine à prélever,"Machine à manutentionner un matériau ou un produit par préhension, basculement, etc., pour le mettre dans la position voulue.",machine à manutentionner,machine à positionner,False
T69-6465,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-6465,manteau,dolman | pardessus | poncho,"Vêtement ample, le plus souvent long, qui se porte au-dessus des autres vêtements et est généralement destiné à envelopper tout le corps afin de le protéger du froid ou des intempéries.",outerwear,cape,False
T69-6060,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-6060,chaudière à vapeur,chaudière à vapeur à combustion,Générateur produisant de la vapeur d’eau par combustion.,générateur,chaudière à vapeur nucléaire,False
T532-70,http://data.culture.fr/thesaurus/resource/ark:/67717/67717/T532-70,oeuvre unique,œuvre unique,"Œuvre qui, pour des motifs particuliers, n'a été construite qu'en un seul exemplaire.",pour les machines liées à la production industrielle,oeuvre unique adaptée | oeuvre unique modifiée,False
T532-13,http://data.culture.fr/thesaurus/resource/ark:/67717/67717/T532-13,oeuvre pour le report,œuvre pour le report,"​Œuvre servant à reporter sur un autre support une composition ou une partie de composition, à grandeur ou à une échelle différente.",modèle,carton | oeuvre mise aux carreaux | calque | décalque | contrecalque,False
3477,https://hdl.handle.net/20.500.11942/?idc=3477&idt=th85,Manial Palace,palais de Manial-el-Rodah | palais de Mohammed Ali Tewfik | palais du Duc d'Aumont de Villequier | Qasr Manial | سراي سمو الامير محمد علي | قصر المنيل | متحف قصر المنيل | متحف قصر محمد علي بالمنيل,"Commande d'un membre de la famille régnante, ce palais achevé en 1929 (Mahmûd Fahmî arch.) est composé de plusieurs pavillons dispersés dans un vaste parc à la végétation luxuriante. Jusqu'en 1994, il abritait un village du Club Med. C'est un musée depuis les milieu des années 2010.",palaces | musées,Selamlik du palais al-Manyal,False
BLH-XV7SCVFX-3,http://data.loterre.fr/ark:/67375/67375/BLH-XV7SCVFX-3,corridor écologique,conservation corridor | couloir de protection | habitat corridor,Structure spatiale plus large que le corridor biologique n'engageant pas nécessairement de notion génétique. Un corridor écologique peut rassembler divers sous-corridors biologiques (on parle alors de zone de connexion biologique). Source: Wikipedia [https://fr.wikipedia.org/wiki/Corridor_biologique],aire protégée,biological corridor,False
BLH-X0H2ZWNQ-G,http://data.loterre.fr/ark:/67375/67375/BLH-X0H2ZWNQ-G,diversité spécifique,biodiversité spécifique | diversité interspécifique | diversité taxinomique | diversité taxonomique | taxonomic diversity,"Ensemble des espèces d'un groupe taxonomique donné ou la totalité des espèces présentes dans une biocénose, ou dans une région biogéographique donnée. Elle intègre la fréquence relative des espèces présentes dans une communauté qui représente la plus ou moins grande régularité avec laquelle les individus des diverses espèces peuvent se rencontrer. Source: Dictionnaire encyclopédique des sciences de la nature et de la biodiversité (François Ramade, 2008) [http://magat.francois.free.fr/Dictionnaire%20sciences%20%20nature%20biodiversite.pdf]",biodiversité,botanical diversity,False
BLH-KDT795HP-D,http://data.loterre.fr/ark:/67375/67375/BLH-KDT795HP-D,environmental assessment,ecological assessment | environmental evaluation | évaluation écologique | expertise écologique,"Mise en oeuvre des méthodes et des procédures permettant d'estimer les conséquences sur l'environnement d'une politique, d'un programme ou d'un plan, d'un projet ou d'une réalisation. Source: FranceTerme [http://www.culture.fr/franceterme/result?francetermeSearchTerme=%C3%A9valuation+environnementale&amp;francetermeSearchDomaine=271&amp;francetermeSearchSubmit=rechercher&amp;action=search]",environmental management,environmental impact,False
BLH-KXKFBFF1-F,http://data.loterre.fr/ark:/67375/67375/BLH-KXKFBFF1-F,biotic factor,biotic interaction | interaction biotique,"Facteur écologique d'un milieu qui dépend des êtres vivants et de leurs interactions positives (commensalisme, mutualisme, symbiose) ou négatives (allélopathie, compétition, prédation, parasitisme, maladie). Source: Dictionnaire encyclopédique des sciences de la nature et de la biodiversité (François Ramade, 2008) [http://magat.francois.free.fr/Dictionnaire%20sciences%20%20nature%20biodiversite.pdf]",environmental factor,bioturbation | activité microbienne | facteur zoogène,False
BLH-N95KKB5T-P,http://data.loterre.fr/ark:/67375/67375/BLH-N95KKB5T-P,functional group,functional type | groupement fonctionnel | type fonctionnel,"Groupe d'espèces ayant un rôle ou un comportement similaires pour un processus écologique indépendamment de leur appartenance taxonomique. Source: Plant Strategies, Vegetation Processes, and Ecosystem Properties (Grime, 2001) [http://www.educ-envir.org/~euziere/animationee/article.php3?id_article=29]",biocénose,consommateur | producer | pollinator | hyperaccumulateur | catégorie trophique | decomposer,False
BLH-JH3KN5N0-3,http://data.loterre.fr/ark:/67375/67375/BLH-JH3KN5N0-3,environmental engineering,écoconception | ecodesign | ecological design | environmental technology | génie de l'environnement | génie environnemental | green engineering | ingénierie environnementale,Branch of engineering concerned with the environment and its proper management. Source: Dictionary of Environmental Science and Technology [http://glossary.eea.europa.eu/terminology/concept_html?term=environmental%20engineering],environmental management,ecological engineering,False
BLH-RL4LJFDZ-K,http://data.loterre.fr/ark:/67375/67375/BLH-RL4LJFDZ-K,ecological engineering,écoingénierie | écotechnologie | ecotechnology | génie écologique,Application des principes de l'écologie à la gestion de l'environnement. Source: CNRS-INEE [http://www.cnrs.fr/inee/recherche/programmes/ingenierie-ecologique.htm],environmental engineering,bioremediation,False
BLH-SGN67TSN-M,http://data.loterre.fr/ark:/67375/67375/BLH-SGN67TSN-M,mer,global ocean | océan mondial | world ocean,"Ensemble des eaux salées recouvrant la partie immergée de la planète Terre. s'oppose à terre. On dit aussi océan mondial. Source: Lexique d'écologie, d'environnement et d'aménagement du littoral (Ifremer, 2012) [http://envlit.ifremer.fr/content/download/27429/222438/version/11/file/Lexique_environnement24_2012RV.pdf]",marine environment | biosphere,ocean,False
BLH-BFHLHK9N-F,http://data.loterre.fr/ark:/67375/67375/BLH-BFHLHK9N-F,neuston,bactérioneuston | phytoneuston | zooneuston,"Ensemble des organismes dont la biologie dépend directement de l'interface air-eau et, en particulier, du film superficiel de matière organique caractéristique de cette interface. Source: Dictionnaire de l'Océan (CILF, 2014) [http://www.cilf.fr/unepage-terminologie-terminologie-zoom-69995-0-1.html]",pelagos,pleuston | hyponeuston | epineuston,False
BLH-NKMM0QXG-W,http://data.loterre.fr/ark:/67375/67375/BLH-NKMM0QXG-W,pesticide,agropharmaceutical product | crop protection product | phytopharmaceutical product | produit agropharmaceutique | produit phytopharmaceutique | produit phytosanitaire,"Toute substance destinée à prévenir, détruire, attirer, repousser ou combattre tout élément nuisible y compris toute espèce indésirable de plantes ou d'insectes pendant la production, le stockage, le transport, la distribution et la préparation d'aliments, de denrées agricoles ou de produits pour l'alimentation animale, ou pouvant être appliquée aux animaux pour les débarrasser d'ectoparasites. Source: Commission du Codex Alimentarius-Manuel de procédure, FAO-OMS 2015 [ftp://ftp.fao.org/codex/Publications/ProcManuals/Manual_24f.pdf]",agricultural chemical product,acaricide | insecticide | herbicide | fongicide,False
BLH-CXW1T5LM-H,http://data.loterre.fr/ark:/67375/67375/BLH-CXW1T5LM-H,autecology,autoecology,"Sous discipline de l'écologie concernant l'étude des individus pris isolément dans leur milieu, en particulier l'action des facteurs écologiques sur les organismes. Source: Dictionnaire encyclopédique des sciences de la nature et de la biodiversité (François Ramade, 2008) [http://magat.francois.free.fr/Dictionnaire%20sciences%20%20nature%20biodiversite.pdf]",écologie,phénologie | écophysiologie,False
BLH-R2MTSWDG-2,http://data.loterre.fr/ark:/67375/67375/BLH-R2MTSWDG-2,richesse spécifique,botanical richness | faunistic richness | richesse floristique | richesse taxonomique | taxonomic richness,"Nombre d'espèces présentes dans un écosystème donné ou dans une aire préétablie de ce dernier. Source: Dictionnaire encyclopédique des sciences de la nature et de la biodiversité (François Ramade, 2008) [http://magat.francois.free.fr/Dictionnaire%20sciences%20%20nature%20biodiversite.pdf]",biodiversity indicator,beta diversity | alpha diversity | diversité gamma,False
BLH-JKLNMSMC-G,http://data.loterre.fr/ark:/67375/67375/BLH-JKLNMSMC-G,biocénose,biocoenose | biocoenosis | biological community,"Totalité des êtres vivants qui peuplent un écosystème donné. Source: Dictionnaire encyclopédique des sciences de la nature et de la biodiversité (François Ramade, 2008) [http://magat.francois.free.fr/Dictionnaire%20sciences%20%20nature%20biodiversite.pdf]",ecosystem,living organism | communauté végétale | biota | communauté microbienne | animal community | functional group | aquatic community,False
BLH-B6M2TT7X-5,http://data.loterre.fr/ark:/67375/67375/BLH-B6M2TT7X-5,synécologie,biocénologie | biocenology | biocénotique | biocoenology | biocoenotics | écologie des communautés,"Domaine de l'écologie dont l'objet est l'étude des écosystèmes et des systèmes écologiques d'ordre supérieur y compris la biosphère dans son ensemble. Source: Dictionnaire encyclopédique des sciences de la nature et de la biodiversité (François Ramade, 2008) [http://magat.francois.free.fr/Dictionnaire%20sciences%20%20nature%20biodiversite.pdf]",écologie,phytosociologie,False
BLH-FHNG3BCR-H,http://data.loterre.fr/ark:/67375/67375/BLH-FHNG3BCR-H,biodiversité,biological diversity | biotic diversity | diversité biologique | diversité biotique | diversité écologique | écodiversité | ecodiversity | ecological diversity | mégabiodiversité | megabiodiversity | megadiversity,"Diversité des organismes vivants, qui s'apprécie en considérant la diversité des espèces, celle des gènes au sein de chaque espèce, ainsi que l'organisation et la répartition des écosystèmes. Source: FranceTerme [http://www.culture.fr/franceterme/result?francetermeSearchTerme=biodiversit%C3%A9&amp;francetermeSearchDomaine=0&amp;francetermeSearchSubmit=rechercher&amp;action=search]",biological heritage | ecological parameter,diversité écotopique | diversité écosystémique | diversité génétique | diversité fonctionnelle | agrobiodiversité | diversité spécifique,False
BLH-WF6SPMRC-5,http://data.loterre.fr/ark:/67375/67375/BLH-WF6SPMRC-5,littoral zone,littoral | rivage,"Zone marquant la limite entre les biotopes continentaux et marins. Source: Dictionnaire encyclopédique des sciences de la nature et de la biodiversité (François Ramade, 2008) [http://magat.francois.free.fr/Dictionnaire%20sciences%20%20nature%20biodiversite.pdf]",biotope | geographical zone,baie | intertidal zone,False
BLH-N23G2KRK-L,http://data.loterre.fr/ark:/67375/67375/BLH-N23G2KRK-L,biome,macroecosystem | macroécosystème,"Communautés vivantes qui se rencontrent sur de vastes surfaces en milieu continental. Elles correspondent donc à la biocoenose propre à des macro-écosystèmes (ex.taïgas, savanes tropicales, déserts, forêts caducifoliées tempérées etc.). Source: Dictionnaire encyclopédique des sciences de la nature et de la biodiversité (François Ramade, 2008) [http://magat.francois.free.fr/Dictionnaire%20sciences%20%20nature%20biodiversite.pdf]",biosphere,desert | chaparral | forêt méditerranéenne | taiga | mangrove | anthrome | forêt tropophile | toundra | forêt de montagne | forêt ombrophile tropicale,False
BLH-G57D2QQR-3,http://data.loterre.fr/ark:/67375/67375/BLH-G57D2QQR-3,changement climatique,bouleversement climatique | changing climate | climate crisis | climate modification | climatic change | crise climatique | dérèglement climatique | emballement climatique | modification climatique,"Variation statistiquement significative de l'état moyen du climat ou de sa variabilité persistant pendant de longues périodes (généralement, pendant des décennies ou plus). Les changements climatiques peuvent être dus à des processus internes naturels ou à des forçages externes, ou à des changements anthropiques persistants de la composition de l'atmosphère ou de l'affectation des terres. Source: Glossaire du Troisième rapport d'évaluation du GIEC (2001) [http://www.ipcc.ch/pdf/glossary/tar-ipcc-terms-fr.pdf]",climatologie dynamique | climatic factor,climate warming,False
402145,http://data.culture.fr/thesaurus/resource/ark:/67717/?idc=402145&idt=th78,amphore,ezaeza,def_en | def_fr,C1,vase,False
10003,http://vocabs.lter-europe.net/?idc=10003&idt=th77,matrix,compartment | medium,"The medium in which the actual Object Of Interest is mixed, embedded, suspended, or entailed in some way - such that a process is required to extract or separate it before an observation can be made.",entity,augmenija | seed bank | vegetation cover | water | tidal current | sediment | solution | substrate | layer | sphere | aer | augsne,False
10006,http://vocabs.lter-europe.net/?idc=10006&idt=th77,statistics,statistical,[APAONTO] Subdiscipline of mathematics that deals with the gathering and evaluation of numerical data for making inferences from the data.,meetod,estadísticas | index,False
10152,http://vocabs.lter-europe.net/?idc=10152&idt=th77,sampling theory,sample | samples,The selection of a subset of individuals from within a statistical population to estimate characteristics of the whole population,meetod,random sample | systematic sample | unknown sample | sampling parameter | block design | complete randomized design | observational study | on-line monitoring,False
10157,http://vocabs.lter-europe.net/?idc=10157&idt=th77,device,device | machine,[NCIT]* An object contrived for a specific purpose.,infraestructuras,measurement tower | marine platform | temperature controlled container | thermocouple | soil moisture probe | piezometer | tension lysimeter | zero-tension lysimeter | experimental device | capacitance probe | time domain reflectometer | resistivity meter | conductivity meter | photometer | rain gauge | thermometer | on-site sensor | mobile sensor | biological marker | sensor network | dendrometer | lysimeter | analytical tool | river station | ship | družica | sensor cluster | lysimeter station | automatic soil chamber | image | passive remote sensing system,False
20294,http://vocabs.lter-europe.net/?idc=20294&idt=th77,fertilization,fertilisation,"[Henderson's] n. the union of male and female gametes, e.g. sperm and egg, to form a zygote.",management practice,nitrogen fertilisation | mineral fertilisation | organic fertilisation | manure fertilisation | magnesium fertiliser,False
20303,http://vocabs.lter-europe.net/?idc=20303&idt=th77,model,models,"[GEMET] 1) A representation, usually on a smaller scale, of a device, structure, etc. 2) A quantitative or mathematical representation or computer simulation which attempts to describe the characteristics or relationships of physical events.",meetod,ecosystem model,False
20310,http://vocabs.lter-europe.net/?idc=20310&idt=th77,stable isotope,stable isotopes,"Some isotopes are radioactive, and are therefore described as radioisotopes or radionuclides, while others have never been observed to undergo radioactive decay and are described as stable isotopes or stable nuclides. For example, 14C is a radioactive form of carbon while 12C and 13C are stable isotopes. Elements are composed of one or more naturally occurring isotopes. All the known stable isotopes occur naturally on Earth. Isotope analysis is the determination of isotopic signature, the relative abundances of isotopes of a given element in a particular sample. For biogenic substances in particular, significant variations of isotopes of C, N and O can occur.",meetod,nitrogen-15 method,False
20360,http://vocabs.lter-europe.net/?idc=20360&idt=th77,on-site sensor,on-site sensors,"An electrical, electronic, automatic device that automatically identifies and records or registers a stimulus, such as an environmental change in pressure or temperature or other environmental variable, an electrical signal, installed at a monitoring or research site",device,PAR sensor | weather station | temperature sensor | moisture sensor | phododiode sensor | non-contact T sensor | tipping-bucket gauge | present weather sensor | snow height sensor | soil moisture sensor | pH-meter | soil temperature sensor,False
20361,http://vocabs.lter-europe.net/?idc=20361&idt=th77,mobile sensor,mobile sensors,"An electrical, electronic, automatic device that automatically identifies and records or registers a stimulus, such as an environmental change in pressure or temperature or other environmental variable, an electrical signal, used in mobile mode (i.e. transported and then used to measure, installed on a mobile platform)",device,Layer photographs | radiometer | infrared camera | Hemispherical photography | LAI meter | manual meter reading | tensiometer | porometer | Laser-Doppler,False
20379,http://vocabs.lter-europe.net/?idc=20379&idt=th77,fire,fires,"[GEMET] The state of combustion in which inflammable material burns, producing heat, flames and often smoke.",natural induced event | human induced event,crown fire | forest fire | wildfire,False
20399,http://vocabs.lter-europe.net/?idc=20399&idt=th77,extreme event,extremal event | extremal events | extremality events | extreme events | extremely events,,event,aludes | hurricane | insect pest,False
20497,http://vocabs.lter-europe.net/?idc=20497&idt=th77,organisation design,emplacement | 现场,Type of the site of platform according to their inner heterogeneity. Simple sites are classical LTER sites measuring ecosystem processes in one or a very limited number of habitats. Complex sites are classical LTSER sites investigating processes and fluxes on a landscape or regional level or form the bracket over a number of LTER or simple sites.,infraestructuras,platform | network | complex site | simple site | plot | sub site | Sensor,False
20510,http://vocabs.lter-europe.net/?idc=20510&idt=th77,community,communities | 群落,"[ECSO] In ecology, a community is an assemblage of two or more populations of different species occupying the same geographical area. (wikipedia) An ecological unit composed of a group of organisms or a population of different species occupying a particular area, usually interacting with each other and their environment. (biology-online.org) This class should be incorporated into ENVO.",biological system,"benthic community | plant community | coastal sage scrub | benthos | nekton | Aufwuchs | keijusto, plankton | seston | microbial community | biodiversity hotspot | buffer zone | riparian buffer | seed set",False
20515,http://vocabs.lter-europe.net/?idc=20515&idt=th77,ecosystem,biomes | ecosystems,"[Henderson's] n. community of different spe­cies interdependent on each other, together with their non-living environment, which is relatively self-contained in terms of energy ﬂow, and is distinct from neigh­bouring communities. Different types of ecosystem are deﬁned by the collection of organisms found within them, e.g. forest, soil, grassland. Continuous ecosystems covering very large areas, such as the northern coniferous forest or the steppe grassland, are known as biomes.",organizational unit,augsnes tips | ecological network | food web | agro-ecosystem | coastal plain | urban ecosystem | habitat | vegetation type | heathland and shrub,False
20591,http://vocabs.lter-europe.net/?idc=20591&idt=th77,animals,fauna,"[Henderson's] see Animalia, Metazoa.",organism,benthic invertebrates | cladocera | copepoda | emerging insects | stone lice | aquatic insects | benthic macroinvertebrates | coral reef fish | marine fish | marine invertebrate | marine mammals | marine turtles | teleost fish | larvae | domestic animal | invertebrates | annelids | aquatic invertebrates | arthropods | insects | ants | bees | beetles | bark beetles | butterflies | grasshoppers | hoverflies | mites | parasitoid wasp | termites | microarthropods | soil microarthropods | spiders | corals | crustaceans | crabs | crayfishes | macroinvertebrates | molluscs | gastropods | slugs | snails | nematodes | vertebrates | amphibians | salamanders | birds | breeding birds | cavity-nesting birds | forest birds | grassland birds | Fisch | trouts | mammals | humans | rabbits | shrews | ungulates | reptiles | lizards | zoobenthos | protozoa | rotifers | zooplankton | rodents,False
20650,http://vocabs.lter-europe.net/?idc=20650&idt=th77,fungi,fungus,"A fungus is a member of a large group of eukaryotic organisms that includes microorganisms such as yeasts and molds (British English: moulds), as well as the more familiar mushrooms.",organism,aquatic fungi | aquatic hyphomycetes | arbuscular mycorrhizal fungus | ascomycetes | basidiomycetes | ectomycorrhiza | endophytic fungus | mycorrhizae | soil fungi | mycorrhizal fungi,False
20676,http://vocabs.lter-europe.net/?idc=20676&idt=th77,plants,plant,"[Henderson's]  n., n.plu. the plant kingdom, which contains multicellular eukaryotic photosynthetic organisms and, in some classiﬁcations, the algae (unicellular and multicellular). It includes the bryophytes (mosses and liverworts), seedless vascular plants (ferns, club mosses, horsetails) and the seed plants (gymnosperms and angiosperms). The algae are sometimes placed in the Protoctista. see Appendix 1.",organism,aquatic macrophyte | aquatic plants | aquatic weed | macrophytobenthos | microphytobenthos | fitoplancton | crops | alfalfa | barley | energy crops | maize | potatoe | soybean | sugarbeet | sunflower | wheat | ferns | grasses | herbs | forbs | mosses | liverworts | shrubs | albero | vascular plants | burina | seedling | transgenic plants | oil palm | oilseed rape | standing crop | sapling,False
20700,http://vocabs.lter-europe.net/?idc=20700&idt=th77,organizational unit,organizational units,"This concept&amp;nbsp;<span lang=""EN-GB"">addresses biological systems (e.g. NT population, community) and spatial terms like region and landscape or environment as a whole.&amp;nbsp;&amp;nbsp;</span>",entity,ecosystem | environment | ainava | biological system | region,False
20702,http://vocabs.lter-europe.net/?idc=20702&idt=th77,food web,food webs,[Henderson's] the interconnected food chains in an ecosystem.,ecosystem,main consumer group | generalist predator | consumer | herbivore | decomposer | food chain | microbial food web | predator | soil food web | predator-prey system | trophic level,False
20715,http://vocabs.lter-europe.net/?idc=20715&idt=th77,population,populations,[Henderson's] n. a group of individuals of the same species living in a certain deﬁned area.,biological system,plant population,False
